,Condition,State,City,Price,Currency,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER
MLM787133794,used,Distrito Federal,Miguel Hidalgo,339800.0,MXN,Usado,,,,Delantera,,1390 cc,Volkswagen,5,,Gasolina,24000 km,Tiguan,Automática,1.4 Comfortline Plus At,2018,,,,,,,,,,,,,,,,
MLM781415461,used,Distrito Federal,Iztapalapa,569900.0,MXN,Usado,,,,Delantera,,,Chevrolet,5,,Gasolina,21885 km,Traverse,Automática,5p LT V6/3.6 Aut 7/Pas,2019,,,,,,,,,,,,,,,,
MLM779832845,used,Hidalgo,Pachuca De Soto,869000.0,MXN,Usado,,,,4x4,,,Audi,5,,Gasolina,39706 km,Q7,Automática,5p Elite V6/3.0/T Aut,2019,,,,,,,,,,,,,,,,
MLM780126224,used,Nuevo León,Monterrey,315000.0,MXN,Usado,,,,4x2,,,Ford,4,,Gasolina,100000 km,F-250,Automática,Lobo crew cab,2013,,,,,,,,,,,,,,,,
MLM761696648,used,Quintana Roo,Cancún/Benito Juárez,154900.0,MXN,Usado,,,,Delantera,,,Volkswagen,5,,Gasolina,40594 km,Polo,Automática,5p Startline L4/1.6 Aut,2019,,,,,,,,,,,,,,,,
MLM782541555,used,Jalisco,Guadalajara,219000.0,MXN,Usado,4880 mm,4,,Delantera,Sí,2.4 L,Honda,4,2.4,Gasolina,93000 km,Accord,Manual,2.4 Sport Mt,2015,,,,,,,,,,,,,,,,
MLM808172249,used,Estado De México,Tlalnepantla de Baz,525000.0,MXN,Usado,4783 mm,2,455 hp,Trasera,Sí,6162 cc,Chevrolet,2,6.2,Gasolina,28450 km,Camaro,Automática,6.2 Ss At,2017,No,,,,,,,,,,,,,,,
MLM812386784,used,Distrito Federal,Benito Juárez,239900.0,MXN,Usado,,,,Trasera,Sí,,BMW,3,,Gasolina,25000 km,Serie 1,Automática,1.6 3p 118ia At,2015,Sí,,,,,,,,,,,,,,,
MLM808269946,used,Estado De México,Tlalnepantla de Baz,122000.0,MXN,Usado,4384 mm,5,105 hp,Delantera,,1.6 L,Volkswagen,4,1.6,Gasolina,70000 km,Vento,Automática,1.6 Style At,2014,,,,,,,,,,,,,,,,
MLM808114908,used,Distrito Federal,Gustavo A. Madero,95000.0,MXN,Usado,,,,Trasera,,,Nissan,5,2.4,Gasolina,330000 km,Ichi Van,Manual,CAMIONETA VAN,1995,No,,,,,,,,,,,,,,,
MLM794123275,used,Guanajuato,Irapuato,495000.0,MXN,Usado,,,,,,,GMC,5,,Gasolina,50000 km,Terrain,Automática,Black Edition,2019,,,,,,,,,,,,,,,,
MLM797729743,used,Distrito Federal,Miguel Hidalgo,698000.0,MXN,Usado,,,,4x4,,5 L,Land Rover,5,,Gasolina,28000 km,Range Rover,Automática,5.0l Sport Super Charged V8 T At,2014,,,,,,,,,,,,,,,,
MLM788815297,new,Distrito Federal,Alvaro Obregón,537900.0,MXN,Nuevo,,,,Trasera,,2488 cc,Renault,5,,Gasolina,0 km,Koleos,Automática,2.5 Iconic Cvt,2020,,,,,,,,,,,,,,,,
MLM803909090,used,Distrito Federal,Miguel Hidalgo,224500.0,MXN,Usado,,,,Delantera,,2360 cc,Dodge,5,,Gasolina,32100 km,Journey,Automática,2.4 Se 7 Pasajeros At,2016,,,,,,,,,,,,,,,,
MLM797727404,used,Distrito Federal,Miguel Hidalgo,465000.0,MXN,Usado,,,,4x4,,2000 cc,Land Rover,5,,Gasolina,55000 km,Discovery sport,Automática,2.0 Hse At,2016,,,,,,,,,,,,,,,,
MLM776240656,used,Querétaro,Querétaro,59500.0,MXN,Usado,,,,,,,Chevrolet,4,,Gasolina,103000 km,Corsa,,A/AC Eléctrico EQUIP,2005,,,,,,,,,,,,,,,,
MLM778706040,used,Nuevo León,Monterrey,240000.0,MXN,Usado,,,,Delantera,,1799 cc,Honda,5,,Gasolina,79000 km,HR-V,Automática,1.8 Epic At Cvt,2016,,,,,,,,,,,,,,,,
MLM804290814,used,Jalisco,Zapopan,239000.0,MXN,Usado,,,,4x4,,,Dodge,2,,Gasolina,104000 km,Ram,Automática,Sport 4X4,2011,,,,,,,,,,,,,,,,
MLM797172691,used,Querétaro,Querétaro,1590000.0,MXN,Usado,,,,4x4,,3 L,Maserati,5,,Gasolina,17000 km,Levante,Manual,3.0 S Mt,2018,,,,,,,,,,,,,,,,
MLM715753800,used,Veracruz,Veracruz,528000.0,MXN,Usado,,,,Delantera,,1984 cc,Audi,4,,Gasolina,1000 km,A6,Automática,2.0 Tfsi Elite 252hp At,2017,,,,,,,,,,,,,,,,
MLM765946530,used,Querétaro,El Marqués,550000.0,MXN,Usado,,,,,,,Freightliner,,,,5859 km,M2,Secuencial,,2011,,,,,,,,,,,,,,,,
MLM798753650,used,Estado De México,Naucalpan,220000.0,MXN,Usado,,,,Delantera,,1998 cc,Renault,5,,Gasolina,10336 km,Duster,Automática,2.0 Intens At,2019,,,,,,,,,,,,,,,,
MLM806262888,used,Nuevo León,San Pedro Garza García,387000.0,MXN,Usado,,,,Delantera,,1998 cc,Mini,5,,Gasolina,30000 km,Countryman,Automática,2.0 S Sport At,2018,,,,,,,,,,,,,,,,
MLM798470523,used,Quintana Roo,Cancún/Benito Juárez,99000.0,MXN,Usado,,,,Delantera,,1.6 L,Volkswagen,5,,Gasolina,57000 km,Gol,Manual,1.6 Gl Mt 5 p,2014,,,,,,,,,,,,,,,,
MLM805062649,used,Distrito Federal,Alvaro Obregón,285000.0,MXN,Usado,4624 mm,4,,Trasera,Sí,2 L,BMW,4,2.0,Gasolina,74000 km,Serie 3,Automática,2.0 328ia M Sport At,2013,,,,,,,,,,,,,,,,
MLM795561434,used,Estado De México,Tlalnepantla de Baz,119000.0,MXN,Usado,,,,4x2,,4.7 L,Jeep,5,,Gasolina,50968 km,Grand Cherokee,Automática,Limited V8 4x2 At,2005,,,,,,,,,,,,,,,,
MLM794060357,used,Aguascalientes,Aguascalientes,445000.0,MXN,Usado,,,,Delantera,,1998 cc,Hyundai,5,,Gasolina,11000 km,Santa Fe,Automática,2.0 Sport L At,2019,,,,,,,,,,,,,,,,
MLM707939937,not_specified,Morelos,Xochitepec,80000.0,MXN,,,,,,,,Remolques Uno,,,,,Plataforma,,,2020,,,,,,,,,,,,,,,,
MLM792577403,used,Veracruz,Veracruz,124900.0,MXN,Usado,3900 mm,5,,Delantera,Sí,1.5 L,Mazda,5,1.5,Gasolina,91000 km,Mazda 2,Automática,1.5 Touring At,2013,,,,,,,,,,,,,,,,
MLM792577494,used,Veracruz,Veracruz,124900.0,MXN,Usado,3850 mm,5,,Delantera,Sí,1.4 L,Suzuki,5,1.4,Gasolina,63000 km,Swift,Manual,1.4 Ga Mt,2013,,,,4,,,,,,,,,,,,
MLM775548844,used,Estado De México,Tlalnepantla de Baz,415000.0,USD,Usado,4783 mm,2,335 hp,Trasera,Sí,3640 cc,Chevrolet,2,3.7,Gasolina,37000 km,Camaro,Automática,3.7 Rs V6 At,2017,,,,,,,,,,,,,,,,
MLM805206476,used,Hidalgo,Pachuca De Soto,247500.0,MXN,Usado,,,,Delantera,,2480 cc,Volkswagen,4,,Gasolina,50250 km,Jetta,Automática,2.5 Sportline Tiptronic At,2017,,,,,,,,,,,,,,,,
MLM783187992,used,Michoacán,Salvador Escalante,225000.0,MXN,Usado,,,,Trasera,,1495 cc,Toyota,4,,Gasolina,16000 km,Avanza,Automática,1.5 Xle At,2019,,,,,,,,,,,,,,,,
MLM798380770,used,Nuevo León,Guadalupe,442000.0,MXN,Usado,,,,Trasera,,2488 cc,Nissan,2,,Gasolina,10 km,NP300,Manual,2.5 Chasis Cabina Dh Aa Pack Seg Mt,2020,,,,,,,,,,,,,,,,
MLM777448244,used,Jalisco,Zapopan,125000.0,MXN,Usado,,,,Delantera,,2 L,Renault,4,,Gasolina,72000 km,Fluence,Manual,2.0 Dynamique Cvt Mt,2012,,,,,,,,,,,,,,,,
MLM805021487,used,Distrito Federal,Iztapalapa,169900.0,MXN,Usado,,,,Delantera,Sí,,Chevrolet,4,,Gasolina,72013 km,Sonic,Automática,1.6 Lt At,2017,,,,,,,,,,,,,,,,
MLM814005943,used,Sinaloa,Mazatlán,8495.0,USD,Usado,,,,,,450 cc,BMW Enduro Coleccion,,,Gasolina,195 km,2009 (5 Hrs de Uso),,,2009,Sí,BMW Enduro G 450 X,Enduro BMW G450X offroad/calle,,,,,,,,,,,,,
MLM800353239,used,Tamaulipas,Altamira,815000.0,MXN,Usado,,,,4x2,,,Freightliner,,,,1082 km,FL 360 715,Manual,,2020,,,,,,,,,,,,,,,,
MLM808522204,used,Querétaro,Querétaro,65000.0,MXN,Usado,,2,,Delantera,Sí,2.4 L,Chrysler,2,2.4,Gasolina,126000 km,Cirrus,Automática,Convertible L4 Piel At,2002,No,,,,,,,,,,,,,,,
MLM786604950,used,Jalisco,Zapopan,299900.0,MXN,Usado,,,,Delantera,,,Mazda,5,,Gasolina,77472 km,CX-5,Automática,2.0 I Sport At,2017,,,,,,,,,,,,,,,,
MLM782687218,used,Nuevo León,Monterrey,129000.0,MXN,Usado,,,,Delantera,,,Mitsubishi,5,,Gasolina,57000 km,Mirage,Manual,1.2 Gls Mt,2017,,,,,,,,,,,,,,,,
MLM779528792,used,Distrito Federal,Iztapalapa,357000.0,MXN,Usado,,,,Delantera,,,Ford,5,,Gasolina,64040 km,Edge,Automática,2.0 SEL Plus Ecoboost At,2017,,,,,,,,,,,,,,,,
MLM768283078,new,Estado De México,Atizapán De Zaragoza,1114400.0,MXN,Nuevo,,,,4x4,,,Ford,4,3.0L 6 cilindros Ecoboost Turbo 400HP,Gasolina,0 km,Explorer,Automática,ST,2020,,,,,,,,,,,,,,,,
MLM803028283,used,Morelos,Cuernavaca,339900.0,MXN,Usado,3941 mm,,155 hp,Trasera,Sí,1999 cc,Mazda,2,2.0,Gasolina,28000 km,MX-5,Manual,2.0 I Sport Mt,2017,No,,,,,,,,,,,,,,,
MLM807785421,used,Distrito Federal,Iztacalco,189000.0,MXN,Usado,,5,,Delantera,Sí,2.5 L,Mazda,4,2.5,Gasolina,74000 km,Mazda 6,Automática,2.5 I Grand Touring L4/ At,2015,,,,,,,,,,,,,,,,
MLM785039748,used,Jalisco,Zapopan,495000.0,MXN,Usado,4686 mm,5,211 hp,Trasera,Sí,1991 cc,Mercedes-Benz,4,2.0,Gasolina,26000 km,Clase C,Automática,2.0 250 Cgi Sport At,2018,,,,,,,,,,,,,,,,
MLM813790979,used,Distrito Federal,Cuajimalpa De Morelos,249000.0,MXN,Usado,,,,Delantera,,,Mini,4,,Gasolina,125129 km,Cooper S,Automática,3p S Salt L4/2.0/T Aut,2017,,,,,,,,,,,,,,,,
MLM791494301,new,Distrito Federal,Xochimilco,493800.0,MXN,Nuevo,,,,4x2,Sí,,Nissan,4,2.5,Gasolina,0 km,NP300 Frontier,Manual,PLATINUM,2020,,,,,,,,,,,,,,,,
MLM803781471,used,Estado De México,Metepec,60000.0,MXN,Usado,,,,,,1500 cc,Kawasaki,,,,47900 km,Vulcan 1500,,,1999,,kawasaki,Chopper,,,,,,,,,,,,,
MLM795426805,used,Distrito Federal,Gustavo A. Madero,21890.0,MXN,Usado,,,,,,0 cc,FST,,,Eléctrico,50 km,XGW,,,2020,Sí,QSMOTO,Scooters,,,,,,,,,,,,,
MLM796188968,used,Querétaro,Querétaro,90000.0,MXN,Usado,,,,,,,DITCH WITCH,,,,,8020 y 3700,,,2003,,,,,,,,,,,,,,,,
MLM813041615,used,Estado De México,Texcoco,35000.0,MXN,Usado,,,11 hp,,,,Mekatech,,,,,serie 1000,Manual,,2016,Sí,,,,,6 meses,,,,,,,,,,
MLM812291632,used,Distrito Federal,Coyoacán,274900.0,MXN,Usado,5125 mm,,158 hp,Trasera,Sí,2488 cc,Nissan,2,2.5,Gasolina,9000 km,NP300,Manual,2.5 Estacas Dh Mt,2020,,,,,,,,,,,,,,,,
MLM812875901,used,Nuevo León,Monterrey,239900.0,MXN,Usado,5347 mm,2,,4x4,Sí,3.6 L,Chevrolet,2,3.6,Gasolina,78000 km,Colorado,Manual,3.6 Lt Z71 4x4 Mt,2013,,,,,,,,,,,,,,,,
MLM805017889,used,Morelos,Tequesquitengo,690000.0,MXN,Usado,,9,,,,,Ford,,,,58000 km,,,,2002,,,,,,,,,,,,,,,,
MLM794097324,used,Estado De México,Naucalpan,299900.0,MXN,Usado,4780 mm,5,185 hp,Delantera,Sí,2359 cc,Kia,5,2.4,Gasolina,51000 km,Sorento,Automática,2.4 Lx At,2018,,,,,,,,,,,,,,,,
MLM793596765,used,Sinaloa,Mazatlán,299000.0,MXN,Usado,,,,Delantera,,,Mini,3,2.0,Gasolina,60000 km,Cooper S,Automática,SPORT 2.0,2015,,,,,,,,,,,,,,,,
MLM801647077,used,Jalisco,Zapopan,349000.0,MXN,Usado,,,,Delantera,,1395 cc,SEAT,5,,Gasolina,31000 km,Leon,Automática,1.4 Fr T 150 Hp Dsg,2019,,,,,,,,,,,,,,,,
MLM808260980,used,Jalisco,Zapopan,275000.0,MXN,Usado,4686 mm,5,,Delantera,Sí,1.6 L,Mercedes-Benz,4,1.6,Gasolina,54000 km,Clase C,Automática,1.6 180 Cgi At,2015,,,,,,,,,,,,,,,,
MLM794672354,used,Estado De México,Huixquilucan,570000.0,MXN,Usado,,,,4x4,,2457 cc,Subaru,4,,Gasolina,3640 km,WRX,Manual,2.5 Sti Mt,2016,,,,,,,,,,,,,,,,
MLM802084988,used,Distrito Federal,Miguel Hidalgo,349500.0,MXN,Usado,4652 mm,5,170 hp,Delantera,Sí,2480 cc,Volkswagen,4,1.4,Gasolina,24000 km,Jetta,Manual,1.4 T Fsi Rline,2019,No,,,,,,,,,,,,,,,
MLM793063901,not_specified,Distrito Federal,Iztapalapa,4000.0,MXN,,,,,,,,Taylor,,,Diésel,,T 150,Automática,,2003,,,,,,,,,,,,,,,,
MLM793235021,used,Distrito Federal,Miguel Hidalgo,330000.0,MXN,Usado,,,,Delantera,,,Volkswagen,5,,Gasolina,23925 km,Tiguan,Automática,5p Trendline 1.4 L4/1.4/T Aut,2018,,,,,,,,,,,,,,,,
MLM772932082,not_specified,Nuevo León,García,450000.0,MXN,,,,,,,,ATRO,,,,,,,,2019,No,,,,,,,,,,,,,,,
MLM772929235,not_specified,Nuevo León,García,450000.0,MXN,,,,,,,,ATRO,,,,,,,,2019,No,,,,,,,,,,,,,,,
MLM772932024,not_specified,Nuevo León,García,349000.0,MXN,,,,,,,,ATRO,,,,,,,,2019,No,,,,,,,,,,,,,,,
MLM772932028,not_specified,Nuevo León,García,349000.0,MXN,,,,,,,,ATRO,,,,,,,,2019,No,,,,,,,,,,,,,,,
MLM772935661,not_specified,Nuevo León,García,349000.0,MXN,,,,,,,,ATRO,,,,,,,,2019,No,,,,,,,,,,,,,,,
MLM811373768,not_specified,Nuevo León,García,349000.0,MXN,,,,,,,,ATRO,,,,,,,,2019,No,,,,,,,,,,,,,,,
MLM809031133,used,Distrito Federal,Miguel Hidalgo,219000.0,MXN,Usado,,,,Delantera,Sí,,Kia,4,,Gasolina,38000 km,Forte,Automática,2.0 L At,2019,,,,,,,,,,,,,,,,
MLM810062590,used,Querétaro,Querétaro,498000.0,MXN,Usado,5740 mm,2,385 hp,Trasera,Sí,6211 cc,Ford,2,6.3,Gasolina,52450 km,F-350,Automática,6.3l Xl 6.2 Plus Ac At,2017,,,,,,,,,,,,,,,,
MLM808933998,used,Estado De México,Metepec,335000.0,MXN,Usado,,5,,4x2,Sí,3.6 L,Jeep,5,3.6,Gasolina,42528 km,Grand Cherokee,Automática,3.6 Limited V6 Nav 4x2 At,2015,,,,,,,,,,,,,,,,
MLM807631100,used,Tamaulipas,El Mante,150000.0,MXN,Usado,,,,Delantera,Sí,,Chrysler,5,,Gasolina,77164 km,Town & Country,Automática,5p Limited V6 3.6 aut,2013,,,,,,,,,,,,,,,,
MLM803543138,used,Distrito Federal,Coyoacán,249500.0,MXN,Usado,,,,Delantera,,1999 cc,Kia,5,,Gasolina,41000 km,Forte,Manual,2.0 Hb Sx Mt,2018,,,,,,,,,,,,,,,,
MLM800922501,used,Morelos,Cuernavaca,108000.0,MXN,Usado,,,,Delantera,Sí,2.4 L,Volvo,2,2.4,Gasolina,140000 km,C30,Automática,2.4 Addition L5 Geartronic Qc At,2011,,,,,,,,,,,,,,,,
MLM795455868,used,San Luis Potosí,San Luis Potosí,75000.0,MXN,,15 ft,,15 W,,,,LANCHA ALUMACRAFT,,,,,,,,2010,,Johnson,,,,,,,1,,,,,,,
MLM790578169,used,Nuevo León,Monterrey,225000.0,MXN,Usado,,,,4x4,,3.7 L,Mazda,5,,Gasolina,163000 km,CX-9,Manual,3.7 Grand Touring Awd Mt,2013,,,,,,,,,,,,,,,,
MLM789329928,used,Chihuahua,Chihuahua,1595000.0,MXN,Usado,,,455 hp,6x4,,,Kenworth,,,,400000 km,T680,Manual,,2017,,Paccar MX,,,,,,,,,,,,,,
MLM786724777,used,Yucatán,Mérida,253900.0,MXN,Usado,,,,Delantera,,,Nissan,5,,Gasolina,7155 km,Versa,Manual,4p Advance L4/1.6 Aut,2020,,,,,,,,,,,,,,,,
MLM781787629,used,Jalisco,Zapopan,349000.0,MXN,Usado,,,,Delantera,Sí,,Honda,5,,Gasolina,102000 km,Odyssey,Automática,5p Touring V6/3.5 Aut,2015,,,,,,,,,,,,,,,,
MLM756985185,used,Quintana Roo,Cancún/Benito Juárez,639900.0,MXN,Usado,,,,Trasera,,,Jeep,5,,Gasolina,29334 km,Grand Cherokee,Automática,5p Limited 4x2 V6/3.6 Aut Nav,2019,,,,,,,,,,,,,,,,
MLM812560949,used,Puebla,Puebla,439260.0,MXN,Usado,4868 mm,5,280 hp,Delantera,Sí,3597 cc,Volkswagen,4,3.6,Gasolina,20372 km,Passat,Automática,3.6 Dsg V6 At,2019,,,,,,,,,,,,,,,,
MLM806826809,used,Puebla,Puebla,345741.0,MXN,Usado,4868 mm,5,170 hp,Delantera,Sí,2480 cc,Volkswagen,4,2.5,Gasolina,22777 km,Passat,Automática,2.5 Tiptronic Highline At,2018,,,,,,,,,,,,,,,,
MLM806822095,used,Puebla,Puebla,346010.0,MXN,Usado,4868 mm,5,170 hp,Delantera,Sí,2480 cc,Volkswagen,4,2.5,Gasolina,24673 km,Passat,Automática,2.5 Tiptronic Highline At,2018,,,,,,,,,,,,,,,,
MLM806821534,used,Puebla,Puebla,260000.0,MXN,Usado,,,,Trasera,,2 L,Volkswagen,3,,Diésel,142499 km,Transporter,Manual,2.0 10pas Mt,2015,,,,,,,,,,,,,,,,
MLM796473965,used,Nuevo León,San Pedro Garza García,249000.0,MXN,Usado,,,,Delantera,,3.5 L,Toyota,5,,Gasolina,80000 km,Sienna,Automática,Xle Piel Limited Qc Dvd At,2012,,,,,,,,,,,,,,,,
MLM796469298,used,Nuevo León,San Pedro Garza García,269000.0,MXN,Usado,5151 mm,5,,Delantera,Sí,3.6 L,Chrysler,5,3.6,Gasolina,120000 km,Town & Country,Manual,3.6 Touring Piel Mt,2016,,,,,,,,,,,,,,,,
MLM792579997,used,Veracruz,Veracruz,109900.0,MXN,Usado,4245 mm,4,76 hp,Delantera,Sí,1193 cc,Dodge,4,1.2,Gasolina,32000 km,Attitude,Manual,1.2 Se Mt,2016,,,,,,,,,,,,,,,,
MLM768647457,not_specified,Guanajuato,Celaya,58000.0,MXN,,,,,,,,NORTE,,,,,RG5014M30TRDR,,,2020,,,,,,,,,,,,,,,,
MLM799265695,used,Distrito Federal,Cuauhtémoc,257999.0,MXN,Usado,4116 mm,5,211 hp,Delantera,,2 L,Volkswagen,3,2.0,Gasolina,93192 km,Golf GTI,Automática,2.0 3p Piel Dsg At,2013,,,,,,,,,,,,,,,,
MLM756106779,used,Jalisco,Guadalajara,419000.0,MXN,Usado,,,,4x4,,5.3 L,GMC,2,,Gasolina,62000 km,Sierra,Manual,5.3 Cabina Regular Sle 4x4 Mt,2015,,,,,,,,,,,,,,,,
MLM802472898,used,Jalisco,Zapopan,295000.0,MXN,Usado,4511 mm,2,174 hp,Delantera,Sí,1496 cc,Honda,2,1.5,Gasolina,46000 km,Civic,Automática,1.5 Coupe Turbo At Cvt,2017,,,,,,,,,,,,,,,,
MLM792251224,used,Jalisco,Tepatitlán de Morelos,269000.0,MXN,Usado,,,,4x4,,2.4 L,Honda,5,,Gasolina,46000 km,CR-V,Manual,2.4 Exl Navi Mt,2015,,,,,,,,,,,,,,,,
MLM793430278,used,Distrito Federal,Gustavo A. Madero,109850.0,MXN,Usado,,,,Delantera,,1.6 L,Renault,4,,Gasolina,45000 km,Logan,Manual,1.6 Dynamique Mt,2015,,,,,,,,,,,,,,,,
MLM783171242,used,Querétaro,San Juan Del Río,129000.0,MXN,Usado,4397 mm,4,115 hp,Delantera,Sí,1600 cc,Chevrolet,4,1.6,Gasolina,65000 km,Sonic,Automática,1.6 Lt At 4 p,2016,,,,,,,,,,,,,,,,
MLM788679073,used,Jalisco,Tlaquepaque,124000.0,MXN,Usado,,,,,,800 cc,BMW,,,,18000 km,F 800 R,,,2016,,,Naked,,,,,,,,,,,,,
MLM778005930,used,Estado De México,Atizapán De Zaragoza,99900.0,MXN,Usado,4315 mm,4,103 hp,Delantera,Sí,1598 cc,Chevrolet,4,1.6,Gasolina,65000 km,Aveo,Automática,1.6 Ls Aa Radio Nuevo At,2016,Sí,,,,,,,,,,,,,,,
MLM808181498,used,Distrito Federal,Tláhuac,119000.0,MXN,Usado,4338 mm,4,103 hp,Delantera,Sí,1598 cc,Chevrolet,4,1.6,Gasolina,59187 km,Aveo,Manual,1.6 Lt Mt Sedán,2016,,,,,,,,,,,,,,,,
MLM811300091,used,Estado De México,Ecatepec de Morelos,125000.0,MXN,Usado,,5,129 hp,4x4,Sí,2 L,Ford,5,2.0,Gasolina,89000 km,Escape,Automática,2.0 Xls Tela L4 At,2011,,,,,,,,,,,,,,,,
MLM807738400,used,Nuevo León,Guadalupe,355000.0,MXN,Usado,,,,4x4,Sí,4 L,Toyota,4,4.0,Gasolina,184000 km,Tacoma,Automática,4.0 Trd Sport 4x4 At,2014,No,,,,,,,,,,,,,,,
MLM802914196,used,Distrito Federal,Alvaro Obregón,135000.0,MXN,Usado,4628 mm,,,Delantera,Sí,1.6 L,Peugeot,2,1.6,Diésel,68862 km,Partner,Manual,1.6 Hdi Maxi Mt,2014,,,,,,,,,,,,,,,,
MLM797681356,used,Distrito Federal,Gustavo A. Madero,259500.0,MXN,Usado,,5,,4x2,Sí,5.7 L,Jeep,5,5.7,Gasolina,78643 km,Grand Cherokee,Manual,5.7 Limited Premium V8 4x2 Mt,2012,No,,,,,,,,,,,,,,,
MLM796027130,used,Jalisco,Guadalajara,129000.0,MXN,Usado,,,,Delantera,,1598 cc,Nissan,4,,Gasolina,60000 km,Versa,Automática,1.6 Sense At,2016,,,,,,,,,,,,,,,,
MLM796585941,used,Distrito Federal,Coyoacán,470000.0,MXN,Usado,,5,324 hp,4x4,Sí,5.3 L,Chevrolet,5,5.3,Gasolina,87776 km,Suburban,Automática,5.3 Lt V8 Piel 2da Banca At,2015,No,,,,,,,,,,,,,,,
MLM800306284,used,Distrito Federal,Venustiano Carranza,630000.0,MXN,Usado,,,,,,,Volvo,,,,1 km,VNL,Manual,,2012,,,,,,,,,,,,,,,,
MLM780950013,used,Distrito Federal,Azcapotzalco,419000.0,MXN,Usado,,,,4x4,Sí,,Volkswagen,5,,Gasolina,37914 km,Tiguan,Automática,2.0 Highline At,2018,,,,,,,,,,,,,,,,
MLM808174205,used,Puebla,Puebla,95000.0,MXN,Usado,,,,Delantera,,1390 cc,Volkswagen,5,,Gasolina,89000 km,Golf,Manual,1.4 Trendline 5vel Ee Aa Mt,2003,,,,,,,,,,,,,,,,
MLM777607740,used,Nuevo León,Monterrey,239900.0,MXN,Usado,,,,Trasera,,2 L,BMW,4,,Gasolina,99124 km,Serie 3,Automática,2.0 328ia Luxury Line At,2013,,,,,,,,,,,,,,,,
MLM765722684,used,Aguascalientes,Aguascalientes,139000.0,MXN,Usado,4384 mm,5,105 hp,Delantera,No,1.6 L,Volkswagen,4,1.6,Gasolina,105000 km,Vento,Manual,1.6 Highline Mt,2015,No,,,,,,,,,,,,,,,
MLM791911765,used,Nuevo León,Monterrey,224000.0,MXN,Usado,,,,Delantera,,,Ford,5,,Gasolina,56000 km,Explorer,Automática,LIMITED,2011,,,,,,,,,,,,,,,,
MLM804210535,used,Querétaro,San Juan Del Río,135000.0,MXN,Usado,,,,4x2,,,Foton,,,,12345 km,Aumark,Manual,,2012,,,,,,,,,,,,,,,,
MLM792413205,new,Distrito Federal,Alvaro Obregón,90000.0,MXN,Nuevo,,,,,,5 gal,Go Kart,,4 tiempos,,,Honda,,,2000,,Honda,,,,,,,,,,,,,,
MLM804692559,not_specified,Nuevo León,Monterrey,745800.0,MXN,,,,,,No,,John Deere,,,Diésel,,310J,,,2012,No,,,,,,,,,,,,,,,
MLM803821202,not_specified,Puebla,San Gregorio Atzompa,22000.0,MXN,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,
MLM786608269,used,Jalisco,Zapopan,219900.0,MXN,Usado,,,,Delantera,,,Nissan,4,,Gasolina,40572 km,Versa,Manual,1.6 Advance Mt,2019,,,,,,,,,,,,,,,,
MLM792713290,used,Distrito Federal,Coyoacán,280000.0,MXN,Usado,4888 mm,5,173 hp,Delantera,Sí,2360 cc,Dodge,5,2.4,Gasolina,46449 km,Journey,Automática,2.4 Sxt 7 Pasajeros Plus At,2016,No,,,,,,,,,,,,,,,
MLM814474976,used,Distrito Federal,Gustavo A. Madero,259000.0,MXN,Usado,4455 mm,4,118 hp,Delantera,Sí,1497 cc,Honda,4,1.5,Gasolina,19000 km,City,Automática,1.5 Ex At Cvt,2019,,,,,,,,,,,,,,,,
MLM799182508,used,Distrito Federal,Miguel Hidalgo,384900.0,MXN,Usado,4294 mm,5,141 hp,Delantera,Sí,1799 cc,Honda,5,1.8,Gasolina,6000 km,HR-V,Automática,1.8 Touring Cvt,2020,,,,,,,,,,,,,,,,
MLM796963119,used,Estado De México,Toluca,193000.0,MXN,Usado,4701 mm,5,140 hp,Delantera,,1.4 L,Volkswagen,5,1.4,Gasolina,80000 km,Tiguan,Automática,1.4 Automica At,2015,,,,,,,,,,,,,,,,
MLM798419227,used,Jalisco,Zapopan,187000.0,MXN,Usado,,,,4x4,,4799 cc,BMW,5,,Gasolina,95000 km,X5,Automática,4.8 I Premium At,2009,,,,,,,,,,,,,,,,
MLM797245631,used,Distrito Federal,Coyoacán,1789000.0,MXN,Usado,,,,4x4,,,Nissan,2,,Gasolina,5000 km,GT-R,Automática secuencial,"NISSAN GTR BITURBO GODZILA 2015  (NUEVO, DE COLECCION)",2015,,,,,,,,,,,,,,,,
MLM807699226,used,Estado De México,Ecatepec de Morelos,85000.0,MXN,Usado,,,,,,500 cc,Honda,,,Gasolina,10000 km,REBEL,,,2018,,,Chopper,,,,,,,,,,,,,
MLM804302463,used,Distrito Federal,Cuauhtémoc,235000.0,MXN,Usado,4384 mm,5,105 hp,Delantera,No,1.6 L,Volkswagen,4,1.6,Gasolina,20000 km,Vento,Manual,1.6 Highline Mt,2020,No,,,,,,,,,,,,,,,
